CMPL	1	31657	6aa1ccf9ecc8c60d
id	category	name	lat	lon	address	description
ov-d5bbb11a8a99	HIDDEN_GEM	Shree Udyan Ganesh Mandir	19.063566	72.834801	Shivaji Park, Mumbai	Religious organization.
ov-94bb7aa2c1eb	HIDDEN_GEM	Shamshir E Haidery	18.958824	72.835882	124, SVP Road, Mumbai	Religious organization.
ov-04bf92d55d86	HIDDEN_GEM	ST.Xavier Church	19.199186	72.835307	GB Road, opp. Krishna store, Mumbai	Church cathedral.
ov-6a7995c970de	HIDDEN_GEM	Kripa Nagar, Vile Parle	19.109986	72.842374	Mumbai	Sikh temple.
ov-7ac07fda6be1	HIDDEN_GEM	Sayyad Shukrullah Shah Baba Dargah	19.137176	72.808214	Jai Prakash Rd, Mumbai	Mosque.
ov-6a3849c50370	HIDDEN_GEM	Sri Ayyappa Mandir	19.214210	72.961975	Vartak, Thane	Hindu temple.
ov-70187834e5c0	HIDDEN_GEM	Madina Masjid	19.042397	72.856750	90 Feet Road, Dharavi, Mumbai	Mosque.
ov-63cb00ca24f5	HIDDEN_GEM	Hiranandani Cha Maharaja	19.118787	72.907942	Norita Grounds, Mumbai	Religious organization.
ov-991b5793d0c1	HIDDEN_GEM	Chandanbala Jain Temple	18.950530	72.798878	Ratilal R Thakkar Marg, Mumbai	Hindu temple.
ov-0ac954f68792	HIDDEN_GEM	Namazi Masjid	18.961623	72.828301	145, Maulana Shaukat Ali Road, Mumbai	Mosque.
ov-cd136fd9d88d	HIDDEN_GEM	Sacred Heart Chapel	19.045637	72.858031	NO.:1, K.K, 90 Feet Rd, Mumbai	Church cathedral.
ov-480cd9915ae6	HIDDEN_GEM	Dindoshi Sai Mitra Mandal	19.177391	72.864670	Mumbai	Hindu temple.
ov-86620ae10b86	HIDDEN_GEM	Datta Mandir	19.097796	72.908872	42, Jagdusha Nagar Rd, Mumbai	Hindu temple.
ov-cdaa386cae59	HIDDEN_GEM	Ram Mandir	19.193868	72.849509	D-8, Bhadran Nagar Rd Number 1, Mumbai	Hindu temple.
ov-6483f040f2bc	HIDDEN_GEM	Swaminarayan Mandir Miraroad Vadtal Gadi	19.276370	72.857360	3B, Mira Bhayander	Religious organization.
ov-bfb26d4cdcf6	HIDDEN_GEM	Juhu Church	19.108870	72.826192	Mumbai	Church cathedral.
ov-68637f108415	HIDDEN_GEM	Jain Mandir	18.949680	72.795280	Nepean Sea Road , Mumbai	Church cathedral.
ov-6302d5eac870	HIDDEN_GEM	Mehfil-e-Shah-e-Khurasan	18.958195	72.836111	1st floor 145, Habib Building, H. Imam Hussain A.S Chowk, Hazrat Abbas Rd, Mumbai	Church cathedral.
ov-0ba491446f78	HIDDEN_GEM	Shankar Mandir	19.185478	72.846453	1, Swami Vivekanand Rd, Mumbai	Hindu temple.
ov-fa41fc99d422	HIDDEN_GEM	Saidham Mandir Kandivali East	19.213074	72.857989	Mumbai	Hindu temple.
ov-320f730ba699	HIDDEN_GEM	Sai Baba Mandir	19.061386	72.898339	DK Sandu Marg, Mumbai	Hindu temple.
ov-da61ab93c263	HIDDEN_GEM	Holy Trinity Church	19.122340	72.911708	Jambli Naka, Mumbai	Church cathedral.
ov-baac1d0878a0	HIDDEN_GEM	Wadalyacha Samrat Sarvjanik Ganeshotsav Mandal	19.016123	72.864495	Karimwadi Patangan, Barkat Ali Dargah Rd, Mumbai	Hindu temple.
ov-e388b09c0dff	HIDDEN_GEM	Hanuman Pada	19.177850	72.936366	Hanuman Pada Mulund Colony BMC School., Mumbai	Hindu temple.
ov-5ab08353eec8	HIDDEN_GEM	Sector 14 Koper Khairane Navi Mumbai	19.098767	73.003025	Navi Mumbai	Mosque.
ov-5701f20cf222	HIDDEN_GEM	Masjid and Madrasa Darul Uloom Gul E Baghdad	19.041781	72.946779	Deonar, Mumbai	Religious organization.
ov-3befec7cdcf2	HIDDEN_GEM	Victory Chorus Line	19.041660	72.840639	Victoria Church, LJ Road, Mahim, Mumbai	Religious organization.
ov-71337aa51e31	HIDDEN_GEM	Bagheshwari Mata Mandir	19.180799	72.871605	Pimari Pada Road, Malad East, Mumbai	Hindu temple.
ov-772c2ee13d6c	HIDDEN_GEM	Andheri Vira Desai	19.135348	72.837429	Mumbai	Hindu temple.
ov-c4e291d19610	HIDDEN_GEM	Syed Chandshavali Baba Kadri Dargah	18.991453	72.836359	Chivada Galli, Mumbai	Mosque.
ov-3f289682fe70	HIDDEN_GEM	Shree Bal Hanuman Temple	19.074555	72.880220	14, CST Road, Mumbai	Hindu temple.
ov-3d7dc852a0d0	HIDDEN_GEM	Kashi Vishwanath Mandir	18.947235	72.831359	Harharwala Building, 290, Vithaldas Ln, Mumbai	Hindu temple.
ov-004d9d9b1d9b	HIDDEN_GEM	Nageshwar Mandir	19.143296	72.799799	Madh Jetty Road, Mumbai	Hindu temple.
ov-b8de6da7b6b2	HIDDEN_GEM	Kaiser Bagh Hall Dongri	18.960083	72.832821	Mumbai	Religious organization.
ov-0739cd850d3b	HIDDEN_GEM	Pooja nagar	19.010678	72.829252	Jagadamba Niwas, 3, New Prabhadevi Rd, Mumbai	Church cathedral.
ov-3e20acbaf5c5	HIDDEN_GEM	Bheed Bhajan Mahadev Mandir Colaba Market	18.919171	72.829127	Mumbai	Religious organization.
ov-679f88b92170	HIDDEN_GEM	Dhanjiwadi Cha Maharaja	19.183755	72.856760	Shivkrupa A B C Building Ground, Rani Sati Rd, Mumbai	Church cathedral.
ov-ac28570a2189	HIDDEN_GEM	Haleema Masjid	18.969606	72.825822	97/G, RB Hote Moreland Rd, Mumbai	Mosque.
ov-ee20d6ba1b99	HIDDEN_GEM	Qadri Masjid	19.109903	72.895278	16-3, Mumbai	Mosque.
ov-72f4db56edbe	HIDDEN_GEM	Hazrat Sayed Haji Phoolpir Shah Wali Masjid	19.194433	72.980553	Koliwada Road, Panch Pakhadi, Thane West	Religious organization.
ov-57b423078be2	HIDDEN_GEM	Faizane Muzaffar Garib Nawaz Masjid	19.055597	72.841622	Ak Road, Bandra West, Mumbai	Religious organization.
ov-82799b140018	HIDDEN_GEM	Hanuman Road Sarvajanik Ganpati	19.103500	72.850040	Hanuman Road, Mumbai	Hindu temple.
ov-9c22ab57ff16	HIDDEN_GEM	MountMarry Church	19.014663	72.829759	Mumbai	Church cathedral.
ov-f1e2afa6758d	HIDDEN_GEM	Maharashtra Nagar, Mankhurd	19.050453	72.940047	, Mumbai	Hindu temple.
ov-d33e0180be26	HIDDEN_GEM	Vikhroli Sarvajanik Mandir	19.112795	72.931223	Ram Hazare Marg, Vikhroli Eest, Mumbai	Hindu temple.
ov-40d3970d20fe	HIDDEN_GEM	Shree Gavdevi Durgamata Mandir Andheri West	19.120572	72.840705	Andheri west, Mumbai	Hindu temple.
ov-f2735752a05a	HIDDEN_GEM	Kileshwar Temple - Madh Island	19.139979	72.790069	Mumbai	Hindu temple.
ov-00eee4ee05f9	HIDDEN_GEM	Vashi Gurudwara	19.075544	72.996531	Navi Mumbai	Sikh temple.
ov-5d95b8b2a471	HIDDEN_GEM	Khetwadicha Maharaja	18.959357	72.823627	GROUND FLOOR, KANCHWALA BUILDING,2ND CROSS LANE, Khemraj Srikrishna Das Marg, Mumbai	Hindu temple.
ov-4b14b5e697dd	HIDDEN_GEM	Ismaili Dahisar Jamatkhana	19.249846	72.863324	6, Hyland Park Co-op Society Ltd, SV Rd, Mumbai	Religious organization.
ov-e2b81c998ab3	HIDDEN_GEM	Hanuman Mandir	19.127948	72.849906	61, The Hindu Friends Society Marg, Mumbai	Hindu temple.
ov-8d8084c18e3a	HIDDEN_GEM	Om Shree Siddhivinayak Mandir	19.143038	72.927972	Sahyandri Nagar, Quarry Rd, Mumbai	Hindu temple.
ov-e386b82caecb	HIDDEN_GEM	Swayambhu Jagrut Shree Hanuman Mandir	19.110357	72.843797	Lallubhai Park Road, Mumbai	Hindu temple.
ov-9287c5ff4275	HIDDEN_GEM	St Blaise Church Caesar Road Amboli Andheri	19.128074	72.846081	Mumbai	Catholic church.
ov-43e039b4f87f	HIDDEN_GEM	Ram Mandir	19.124498	72.915769	Iit Market Main Gate, Powai, Mumbai	Hindu temple.
ov-b6a530c2f9de	HIDDEN_GEM	DattaGuru Temple	18.986305	72.838472	Tukaram Bhikaji Kadam Marg , Mumbai	Hindu temple.
ov-ddcfa225a795	HIDDEN_GEM	Chandi Mata Mandir Birampur ,jaunpur	19.102002	72.887831	Mumbai	Hindu temple.
ov-3a7d7abf2ab2	HIDDEN_GEM	Bombay Christian Fellowship - CFC Mumbai	19.001910	72.836732	1st Floor, Methodist Centre Conference Hall, Opp. YMCA, Mumbai Central	Church cathedral.
ov-1b53422c4c60	HIDDEN_GEM	Hanuman Murti Sector 16	19.078045	72.999581	B2-13/13, Vishnu Shankar Marg, Navi Mumbai	Hindu temple.
ov-cc5e607fe987	HIDDEN_GEM	Sita Sindhu Bhavan	19.080115	72.843722	Street no. 8, Sita sindhu bhavan, near venus photo studio, opposite vihar hotel, Mumbai	Hindu temple.
ov-e010612d6e23	HIDDEN_GEM	Yogeshwar Mahadev Temple	19.235388	72.841368	B-3, Yogi Nagar Marg, Mumbai	Hindu temple.
ov-ddfc0a4227a2	HIDDEN_GEM	Vardhman Vatika-Entrance 1	19.223800	72.978624	Thane	Hindu temple.
ov-1cd34e382a2c	HIDDEN_GEM	St. Thomas Syro-Malabar Catholic Church	19.284770	72.869925	Brahma Kumari Marg, Mira Bhayander	Catholic church.
ov-d629b9bf4673	HIDDEN_GEM	Lakshami Narayan Temple	19.192240	72.844730	Mumbai	Religious organization.
ov-6b9d58a24082	HIDDEN_GEM	Markazul Ma'arif Patliputra Nagar	19.149897	72.837988	Markazul Ma'arif Education and Research Centre, Patliputra Nagar, Mumbai	Mosque.
ov-d732cf0ff486	HIDDEN_GEM	Shree Ram Mandir	19.182088	72.978764	Austa Vinayak Chowk, Mithbandar Road, Chandani Koliwada, Thane East	Hindu temple.
ov-225dc6f3320e	HIDDEN_GEM	Shree Nagababa Shankar Mandir	19.114595	72.917617	Hiranandani Link Road, Kailas Complex, Nagababa Bus Stop, Park Site Rd, Mumbai	Hindu temple.
ov-0ec72e4b891a	HIDDEN_GEM	Mubarak Masjid	19.121147	72.837711	Mubarak Masjid, Patkar Compound, Gilbert Hill Rd, Mumbai	Mosque.
ov-f990140afd12	HIDDEN_GEM	Church of Our Lady of Health, Cavel	18.949311	72.840454	Cavel Street, Mumbai	Catholic church.
ov-c4ef8e3bb3ff	HIDDEN_GEM	Madarsa Talemul Quran	19.143361	72.844373	Saraswati Vaishali CHS, B-25, Mumbai	Mosque.
ov-6fcd6cd1054c	HIDDEN_GEM	Shaar Harahamim The Gate of Mercy Synagogue	18.951962	72.836001	Madhav Mansion, Samuel St, Mumbai	Synagogue.
ov-8501ed32bb17	HIDDEN_GEM	Temple Gadbor Charbhuja Ji	19.082142	72.841118	Mumbai	Hindu temple.
ov-5bfe28f4b935	HIDDEN_GEM	Siddhivinayak Temple	19.098372	72.893605	Vidhyanagri Marg, Mumbai	Hindu temple.
ov-7638f201c5ce	HIDDEN_GEM	Mohammedi Masjid	19.288866	72.857631	Mira Bhayander	Mosque.
ov-12425ffc63c4	HIDDEN_GEM	R C Church	18.899864	72.812754	Mumbai	Church cathedral.
ov-c8ecfcd3397f	HIDDEN_GEM	Dargah Sharif Syyed Ruknuddin Shah Al Qadri	18.903148	72.816193	Pilot Bandar Road, Mumbai	Church cathedral.
ov-f961e43d01ab	HIDDEN_GEM	Tulja Bhawani Mata Mandir	19.199440	72.966921	Thane	Hindu temple.
ov-500bde6b0204	HIDDEN_GEM	Bagoda Jalore Rajasthan	19.130835	72.846659	Jai Complex, 22 Athippattan Street, Chennai	Hindu temple.
ov-4bdc5711ca15	HIDDEN_GEM	Bilal Masjid	19.002683	72.854116	Rak Road, Shivaji Nagar, Sewri West, Mumbai	Mosque.
ov-2920d68fc558	HIDDEN_GEM	Shiv Mandir	19.122059	72.837974	Tipu Sultan Marg, Mumbai	Hindu temple.
ov-3b23fc7dfcfc	HIDDEN_GEM	Someshwar Shiv Mandir	19.105744	72.880578	Unit 2, WELLINGTON BUSINESS PARK, 2, Asan Pada Rd, Mumbai	Hindu temple.
ov-5414e2517c68	HIDDEN_GEM	Shiv Mandir	19.077870	72.883528	Hill Village Road, Kurla West, Mumbai	Hindu temple.
ov-cf97fbfc275c	HIDDEN_GEM	St. Peter's Jacobite Syrian Church	19.195567	72.835205	Marve Rd, opp. bank of india, Mumbai	Church cathedral.
ov-ca018ea269bd	HIDDEN_GEM	St. Paul's Catholic Association	18.928935	72.834332	L Building, 66/68, Shahid Bhagat Singh Rd, Mumbai	Catholic church.
ov-162a7cecf11e	HIDDEN_GEM	Khar Cha Ganraj	19.066865	72.845777	Safalya Hsg Society Wing_a, Kherwadi Rd, near Nirmal Nagar Police Station Marg, Mumbai	Hindu temple.
ov-0c636fafea47	HIDDEN_GEM	Pant Nagar-Savitribai Phule Nagar	19.088650	72.916910	90 Feet Road , Mumbai	Hindu temple.
ov-100330a3bd07	HIDDEN_GEM	Siddhivinayak Mandir	19.183514	72.958322	Kashish Park, Mental Hospital Rd, Thane	Hindu temple.
ov-3b1123dc2046	HIDDEN_GEM	Barkat Ali Baba Dargah	19.018262	72.865317	Barkat Ali Dargah Road, Mumbai	Religious organization.
ov-85363171f70d	HIDDEN_GEM	Navjeevan Sanskar Dham	19.167789	72.833267	Maharaja Agrasen Marg, Mumbai	Hindu temple.
ov-0d2ebb7e5a49	HIDDEN_GEM	Sunni Hari Jama Masjid	19.056646	72.843594	Mumbai	Mosque.
ov-94f2ee477e3e	HIDDEN_GEM	Ekteshwar Mahadev Mandir	19.213785	72.836317	31, ओमकार मार्ग, Mumbai	Hindu temple.
ov-639a75a19b55	HIDDEN_GEM	HISnearness Mumbai - Vile Parle Campus	19.101345	72.840825	Apostolic Revival House, 4th Floor, Maniben Nanavati Women's College, Vallabhai Patel Road, Vile Parle West, Mumbai	Church cathedral.
ov-573bf37f693a	HIDDEN_GEM	Gulalwadi Cha Ganraj	18.955332	72.829556	Kika St, Mumbai	Hindu temple.
ov-7a9e910b2a19	HIDDEN_GEM	Baba Issardas Darbar	18.919160	72.827809	1st Pasta Ln, Mumbai	Religious organization.
ov-2d64588da3a4	HIDDEN_GEM	Shri Surati Modh Vanik Jagruti Mahila Mandal - Mumbai	19.075610	72.837360	Flat no. 3, 1st Floor, Sai Darshan Apt, Above Raas Showroom, S.V. Road, Santacruz (W), Mumbai	Religious organization.
ov-ff8424aff23e	HIDDEN_GEM	Hazrat Syed Badruddin Hussaini Dargah	19.045555	72.896562	Uran Panvel Road, Mumbai	Mosque.
ov-271b104bb3d3	HIDDEN_GEM	Swayambhu Datta Mandir	19.288119	72.808091	841, Uttan Rd, Mira Bhayander	Hindu temple.
ov-7f318b98c696	HIDDEN_GEM	Sai Mandir	18.996209	72.817335	NEW MODEL Group, Dr Elijah Moses Rd, Mumbai	Hindu temple.
ov-6af9aba0f057	HIDDEN_GEM	Muralidhar Mandir	19.262460	72.967740	Thane	Hindu temple.
ov-9deeecd5ce5a	HIDDEN_GEM	Jay Ambe Maa Mandir	19.250120	72.974610	Thane	Hindu temple.
ov-e6e0de3da868	HIDDEN_GEM	Khoja Jamatkhana	18.955778	72.836500	Jb Shah Road, Mumbai	Religious organization.
ov-b62a2ab27295	HIDDEN_GEM	Shiv Shankar Mandir	19.099415	72.910897	Amrut Nagar Road, Mumbai	Hindu temple.
ov-c94dc845f6f1	HIDDEN_GEM	Ghartanpada Dahisar	19.250372	72.869280	Mumbai	Hindu temple.
ov-cd87184acf3b	HIDDEN_GEM	Wadala Church	19.019180	72.855210	Lady Jehangir Road, Mumbai	Church cathedral.
ov-4530217c0baf	HIDDEN_GEM	Shree Datta Mandir	19.186456	72.955575	Lbs Road, Wagle Estate, Thane West	Hindu temple.
ov-80f10562f4ea	HIDDEN_GEM	Jari Mari Mata Mandir	19.091760	72.882480	Mumbai	Religious organization.
ov-dbc4ceffe0bf	HIDDEN_GEM	Shaar Hashamaim Synagogue	19.198327	72.973532	Thane	Synagogue.
ov-fe17049c0bb2	HIDDEN_GEM	Bhakt Kalyan Ganpati Mandir	19.220472	72.955030	Upvan Lake, Thane	Hindu temple.
ov-e6642f2c90f6	HIDDEN_GEM	Borivali Marathi Methodist Church	19.245053	72.850943	Blossom, B-603 I C Colony Road, Mumbai	Church cathedral.
ov-63e21a08857c	HIDDEN_GEM	Devi Amma Mandir ( Malvani 5 )	19.188622	72.821672	Mumbai	Hindu temple.
ov-49977cc73c82	HIDDEN_GEM	Tirth dham	19.258120	72.861460	MALAD, Mumbai	Religious organization.
ov-35f0750775f2	HIDDEN_GEM	St Gregorios Orthodox Syrian Church	19.157604	72.995380	G-110, Jetha Bana Kothakar Rd, Navi Mumbai	Church cathedral.
ov-a1f2d21baca5	HIDDEN_GEM	Kandivali West Ganesh Nager	19.203243	72.829782	Mumbai	Hindu temple.
ov-ce7095a74333	HIDDEN_GEM	Bal Ganesh Mitra Mandal	19.237299	72.866798	Ganesh Nagar, Tata Power House, Opp Tata Receiving Station, Borivali East, Mumbai	Hindu temple.
ov-9b5b6cdd93f5	HIDDEN_GEM	Shree Vithal Rakhumi Temle	19.151850	72.933040	Gaondevi Road, Mumbai	Church cathedral.
ov-28f9fc027d6f	HIDDEN_GEM	Cavel	18.947410	72.827153	Mumbai	Religious organization.
ov-6bbba6e805da	HIDDEN_GEM	Sai Baba Temple	18.964446	72.811015	Saikrupa Building, Mumbai	Hindu temple.
ov-4bad720812ce	HIDDEN_GEM	Jarail Bhagwati	19.213637	72.951202	Jarail, Benipatti	Hindu temple.
ov-6d967d228d07	HIDDEN_GEM	Lifepathhealer	19.225987	72.859461	Mumbai	Religious organization.
ov-588f662f3985	HIDDEN_GEM	Scon Mandir Juhu Mumbai	19.108614	72.824545	Mumbai	Hindu temple.
ov-583cebc9ce48	HIDDEN_GEM	Our Lady of Fatima Church	19.001071	72.853354	Slanjekar Path Golanji Hill Road, Sindhu, Mumbai	Church cathedral.
ov-9955ade21271	HIDDEN_GEM	Shree Sankat Mochan Hanuman Mandir Shivainagar	19.211295	72.960700	pokharan rd1\n, Thane	Religious organization.
ov-95fa48b9c911	HIDDEN_GEM	Durga Puja Vikhroli	19.116018	72.928832	Utkarsh Mitra Mandal - Durga Puja Vikhroli East, Mumbai	Religious organization.
ov-df2cf8afb9ab	HIDDEN_GEM	St. Marks Tamil Church	19.116279	72.931526	281, near Ruby Hospital, Mumbai	Church cathedral.
ov-7f0f8fe9535a	HIDDEN_GEM	Someshwar Mandir	19.058297	72.881255	Kurla East, Mumbai	Hindu temple.
ov-b9770b9064d8	HIDDEN_GEM	Chandshawali Dargha	19.137198	72.902699	Mumbai	Mosque.
ov-2abd2035df1d	HIDDEN_GEM	Thane Indra Nagar	19.205301	72.947363	Indira Nagar No 33 Road, Thane	Hindu temple.
ov-3f47a547430a	HIDDEN_GEM	Sankalp Shree Ganesh Mandir	19.177938	72.878925	Mumbai	Hindu temple.
ov-fe20ddd05977	HIDDEN_GEM	Indreshwar Mahadev Temple	19.191052	72.856024	36-A, Road No. 2, Mumbai	Hindu temple.
ov-8b9c3328d294	HIDDEN_GEM	Chira Bazaar	18.948691	72.825296	Chira Bazar, Parekh House, 426 Chandrakant Bawale Chowk, Mumbai	Hindu temple.
ov-696d0f3f5236	HIDDEN_GEM	Jain Temple	19.271032	72.963939	Thane	Church cathedral.
ov-175b5a607d93	HIDDEN_GEM	ISKCON Juhu Media	19.113167	72.826876	Hare Krishna Land, Juhu Church Road, Juhu Near Chandan Cinema, Juhu, Mumbai	Religious organization.
ov-eddcf9861815	HIDDEN_GEM	Pancheswar Mahadev Mandir	19.239622	72.860177	S V Road, Mumbai	Hindu temple.
ov-bd39fff620f1	HIDDEN_GEM	Kopineshwar Mandir	19.192848	72.977086	Thane	Religious organization.
ov-a349b967891d	HIDDEN_GEM	Omkareshwar Temple	19.190451	72.862852	Mumbai	Hindu temple.
ov-f6694596dbf0	HIDDEN_GEM	Shri Saibhajan Sanskrutik Mandal	18.975000	72.825800	GANESH NAGAR,BHANDUP(W), Mumbai	Religious organization.
ov-c07c594f2918	HIDDEN_GEM	Darbhanga Bihar	19.150749	72.833844	, Mumbai	Church cathedral.
ov-6ed5bd8298e7	HIDDEN_GEM	Saibaba Temple, Sai Seva Sangh, 13/19th Road, Khar West.	19.072942	72.829648	Aashirwad Bldg, 12 19th Road, Mumbai	Hindu temple.
ov-553a96b642db	HIDDEN_GEM	Shri Sadguru Krupa	19.026739	72.845730	Senapati Bapat Marg, Mumbai	Hindu temple.
ov-6c974eb82566	HIDDEN_GEM	Ganpati Bppa Morya	18.915170	72.826200	Mumbai	Hindu temple.
ov-31d87c7fd23e	HIDDEN_GEM	Nagoba Temple Waghbil Gaon	19.274288	72.988627	, Thane	Hindu temple.
ov-dee6c7f6bd86	HIDDEN_GEM	Shree Siddhi Ganesh Mandir, Ghatkopar	19.096041	72.901308	Shree Siddhi ganesh mandir Ghatkopar, Mumbai	Hindu temple.
ov-987911b93d7c	HIDDEN_GEM	Jagannath Temple	18.994703	72.816742	Mumbai	Hindu temple.
ov-091892c4d39d	HIDDEN_GEM	Babulnath Temple (Grant Road)	19.245490	72.849975	Mumbai	Hindu temple.
ov-b2219c6bf24a	HIDDEN_GEM	Isckon Temple , Mumbai	19.130078	72.814372	Mumbai	Hindu temple.
ov-4b0908141da8	HIDDEN_GEM	Shree Ram Mandir	19.063606	72.919328	Road No 1, Mumbai	Hindu temple.
ov-fbc18c6f987c	HIDDEN_GEM	Ganesh Mandir	19.190333	72.837712	Ram Chandra Lane, Malad West, Mumbai	Hindu temple.
ov-5d1071513f58	HIDDEN_GEM	Shree Meladi Mata Mandir	19.226571	72.861171	Mahadev Bhai Desai Road, Mumbai	Hindu temple.
ov-17919019419f	HIDDEN_GEM	Hanuman Mandir	19.109512	72.858594	Cardinal Grasias Road, Chakala, Andheri East, Mumbai	Hindu temple.
ov-146f7df65054	HIDDEN_GEM	Jaskhar,Uran	18.907869	72.981860	Navi Mumbai	Hindu temple.
ov-b51182cac5de	HIDDEN_GEM	Shree Ambaji Mandir	18.959359	72.811773	Chandra Bhuvan, Pandita Ramabai Marg, Mumbai	Hindu temple.
ov-5fecfae08aca	HIDDEN_GEM	Islamic Knowledge Center	19.113130	72.854370	211-A/4 Service Road, Mumbai	Mosque.
ov-23b0981cf027	HIDDEN_GEM	Shree Datta Mandir	19.075316	72.824471	Shree Ram Mandir Marg , Mumbai	Hindu temple.
ov-53689bdcc158	HIDDEN_GEM	Living Word Church	19.051586	72.831950	Shri Krishna Chandra Marg, Mumbai	Church cathedral.
ov-db57fe264bd3	HIDDEN_GEM	Ganesh Temple, Anand Nagar, Santacruz (E), Mumbai	19.085205	72.847576	Mumbai	Hindu temple.
ov-58b954c63db0	HIDDEN_GEM	Sion Koliwada-Kokari Agar	19.035650	72.871270	, Mumbai	Hindu temple.
ov-6b028dbdf4d4	HIDDEN_GEM	Shree Mahakali Mata Mandir Trust	19.161181	72.832987	Mahakali Mandir Marg, Mumbai	Hindu temple.
ov-07354698bf6f	HIDDEN_GEM	Ruia Naka Sarvajanik Ganeshotsav Mandal	19.028290	72.853200	Mumbai	Religious organization.
ov-e3d559a6a58b	HIDDEN_GEM	Shree Mamaniya Nandu Achalgachh Jain Bhavan	19.135879	72.854025	Mumbai	Church cathedral.
ov-c01c5fbbc82f	HIDDEN_GEM	Samrat Ashok Nagar	19.048513	72.893237	Ramkrishna Chemburkar Marg , Mumbai	Hindu temple.
ov-8e91957a56e6	HIDDEN_GEM	Saiwadi Chi Mauli	19.113645	72.848964	B Saidwarkamai Bldg, Sai wadi, 13/A Suryoday Bldg & 13, Sahar Rd, Mumbai	Church cathedral.
ov-ad3958d6013b	HIDDEN_GEM	Sainath Mandir	19.005379	72.851222	Jerbai Wadia Marg, Mumbai	Hindu temple.
ov-8a406d3f3ce4	HIDDEN_GEM	Haveli	19.088763	73.006031	Dharmesh Apartment, Narmad Library Cross Road, Navi Mumbai	Religious organization.
ov-b08039e07905	HIDDEN_GEM	Swayambhu Shree Shankar Mandir	19.197125	72.866822	Snkar Mandir, Madhu Patil Rd, near Municipal Marathi School, Mumbai	Hindu temple.
ov-22f3809b9012	HIDDEN_GEM	Shree Datta Mandir	19.231389	72.838032	LT Rd, opp. Milind Co-Operative Housing Society, Mumbai	Hindu temple.
ov-39166c75a104	HIDDEN_GEM	Orlem Church	19.200077	72.837277	, Mumbai	Church cathedral.
ov-a861d3e957d7	HIDDEN_GEM	Masjid E Baitul Hamd	19.059802	72.872090	B-10, Lal Bahadur Shastri Marg, Mumbai	Mosque.
ov-a0c4db45af05	HIDDEN_GEM	Iccha Purti Hanuman Temple	19.180331	72.836337	Mumbai	Hindu temple.
ov-32b1c3c26f01	HIDDEN_GEM	Bimbsar Nagar Ganesh Maidan	19.148296	72.857436	opp. nesco, Mumbai	Hindu temple.
ov-e28034e6d6a1	HIDDEN_GEM	Phakhadi Kharegaon	19.204599	73.001638	Thane	Hindu temple.
ov-bbd2abe16fbb	HIDDEN_GEM	Sanskrutik Katta Tanaji Nagar Mitra Mandal	19.188999	72.862361	Santaji Dhanaji Marg, Mumbai	Hindu temple.
ov-6fff20ff9a93	HIDDEN_GEM	Vitthal Mandir	19.210881	72.952383	Pada No 3, Lokmanya Nagar, Thane West	Hindu temple.
ov-a9a9ed2d391c	HIDDEN_GEM	Dharavi Mata Mandir	19.292557	72.810383	Aagri, Mira Bhayander	Hindu temple.
ov-38740f7d10e6	HIDDEN_GEM	Buddha Vihar Parel	19.005364	72.839286	Mumbai	Buddhist temple.
ov-485596a7137c	HIDDEN_GEM	Shree Dwarkesh Niketan Haveli Mandir	19.194929	72.846806	Dwarkesh Niketan, Swami Vivekanand Rd, near Majithia Nagar, Mumbai	Hindu temple.
ov-29f36eea877a	HIDDEN_GEM	Orissa Bhawan	19.067085	72.992705	Navi Mumbai	Hindu temple.
ov-aaacd9da4224	HIDDEN_GEM	Bhagwan Mahavir Ashirwad Jivdaya Tirth - Sudasana	19.063940	72.849450	EC-2083, 2nd Floor, Bharat Diamond Bourse, BKC, Bandra (East),, Mumbai	Hindu temple.
ov-56f29f72878f	HIDDEN_GEM	Madinah Jama Masjid	19.091464	72.889300	Kurla Andheri Road Near Bus Stop Jarimari, opp. Lucky Hotel, Mumbai	Mosque.
ov-6de3c80dfcfa	HIDDEN_GEM	Hindu Colony Ganeshotsav Mandal	19.021950	72.849510	Indrainy Building, 3, Mumbai	Religious organization.
ov-f2a64d6cf293	HIDDEN_GEM	Shri Sai Baba Mandir	19.294113	72.860299	Old Golden Nest Phase 3 Road, Mira Bhayander	Hindu temple.
ov-9b352dd7b7d5	HIDDEN_GEM	Masjid	19.084941	72.834386	Mumbai	Mosque.
ov-5d867df1a349	HIDDEN_GEM	Janakpuri, New Delhi	19.017656	72.856178	Mumbai	Hindu temple.
ov-96fefa9fea69	HIDDEN_GEM	Shiv Mandir	19.084561	73.001416	Sector 12, Juhu Gaon, Navi Mumbai	Hindu temple.
ov-cf34bca9bff3	HIDDEN_GEM	Shree Kateel Durgaparmeshwari Kallurti Mantradevta Sanidhya	19.109238	73.003569	Room 906, Sector 2 And 3 Main Rd, Navi Mumbai	Hindu temple.
ov-c9ec650a0b68	HIDDEN_GEM	Seth Jeejeebhoy Dadabhoy Agiary	18.904640	72.816850	44 Pilot Bunder Road, Mumbai	Church cathedral.
ov-aa1b7fd9c0cd	HIDDEN_GEM	St Francis Xaviers Chapel	18.911539	72.820930	Next To Colaba Post Office, Mumbai	Church cathedral.
